ISLAND,TRANSECTID,OCC_SITEID,REA_SITE,SITE_DEPTH_M,LATITUDE,LONGITUDE,REGION,STATUS,INSTRUMENTS
PAG,,OCC-PAG-004,PAG-1068,0.6,18.10294,145.76781,CNMI,Active,STR
PAG,PAG-E,OCC-PAG-005,PAG-1069,24.7,18.09539,145.76544,CNMI,Active,STR
PAG,PAG-E,OCC-PAG-006,PAG-13,15.5,18.09609,145.76487,CNMI,Active,"STR, CAU"
PAG,PAG-E,OCC-PAG-007,PAG-1070,6.1,18.09643,145.76412,CNMI,Active,STR
PAG,PAG-S,OCC-PAG-008,PAG-301,26.2,18.04462,145.70502,CNMI,Active,STR
PAG,PAG-S,OCC-PAG-009,PAG-20,15.5,18.04561,145.70621,CNMI,Active,"STR, CAU"
PAG,PAG-S,OCC-PAG-010,PAG-1071,5.2,18.04588,145.70751,CNMI,Active,STR
PAG,,OCC-PAG-011,PAG-23,15.8,18.09755,145.751,CNMI,Active,CAU
PAG,PAG-W,OCC-PAG-012,PAG-1072,24.4,18.1205,145.75339,CNMI,Active,STR
PAG,PAG-W,OCC-PAG-013,PAG-22,17.4,18.12019,145.75458,CNMI,Active,"STR, EAR, ANCHOR, CAU"
PAG,PAG-W,OCC-PAG-014,PAG-1073,5.8,18.12099,145.75678,CNMI,Active,STR
PAG,PAG-W,OCC-PAG-015,PAG-1074,1.8,18.12264,145.75743,CNMI,Active,STR
PAG,PAG-W,OCC-PAG-016,PAG-22,13.7,18.12009,145.75468,CNMI,Inactive,"ADP, PH, CTD"
PAG,,OCC-PAG-017,PAG-1075,18.9,18.04578,145.72202,CNMI,Inactive,STR
PAG,,OCC-PAG-018,PAG-1076,0.3,18.12726,145.75751,CNMI,Inactive,SST-STR
PAG,,OCC-PAG-019,PAG-1077,5.8,18.12726,145.75751,CNMI,Inactive,"ANCHOR, STR"
PAG,,OCC-PAG-020,PAG-01,10.5,18.10722,145.78577,CNMI,Inactive,CAU
PAG,,OCC-PAG-021,PAG-03,10.9,18.16832,145.78795,CNMI,Inactive,CAU
PAG,,OCC-PAG-022,PAG-05,11.9,18.11945,145.75567,CNMI,Inactive,CAU
PAG,,OCC-PAG-023,PAG-09,12.9,18.07068,145.71363,CNMI,Inactive,CAU
PAL,PAL-N,OCC-PAL-001,PAL-64,29.6,5.89753,-162.07834,PRIA,Active,"ANCHOR, STR, BATTERY, ADP"
PAL,PAL-N,OCC-PAL-002,PAL-64,25.6,5.89748,-162.07832,PRIA,Active,STR
PAL,PAL-N,OCC-PAL-003,PAL-64,14.6,5.89736,-162.07817,PRIA,Active,"STR, CAU"
PAL,PAL-N,OCC-PAL-004,PAL-773,7,5.89694,-162.07788,PRIA,Active,STR
PAL,PAL-E,OCC-PAL-005,PAL-689,25.9,5.87613,-162.00195,PRIA,Active,STR
PAL,PAL-E,OCC-PAL-006,PAL-5001,15.2,5.87565,-162.00354,PRIA,Active,STR
PAL,PAL-SE,OCC-PAL-007,PAL-5002,24.7,5.86356,-162.03067,PRIA,Active,STR
PAL,PAL-SE,OCC-PAL-008,PAL-25,13.4,5.86383,-162.0306,PRIA,Active,"STR, CAU"
PAL,PAL-SE,OCC-PAL-009,PAL-5003,4.9,5.8745,-162.04035,PRIA,Active,"STR, ANCHOR"
PAL,PAL-SE,OCC-PAL-010,PAL-15,1.5,5.87031,-162.04511,PRIA,Active,"STR, STPR"
PAL,PAL-S,OCC-PAL-011,PAL-65,24.4,5.86945,-162.07533,PRIA,Active,STR
PAL,PAL-S,OCC-PAL-012,PAL-65,14.3,5.86961,-162.07511,PRIA,Active,"STR, CAU"
PAL,PAL-S,OCC-PAL-013,PAL-5004,4.9,5.87014,-162.07512,PRIA,Active,STR
PAL,PAL-SSW,OCC-PAL-014,PAL-19,13.7,5.8664,-162.10997,PRIA,Active,"CTD, ADP, PH, CAU"
PAL,PAL-SW,OCC-PAL-015,PAL-26,15.2,5.86408,-162.12689,PRIA,Active,"STR, EAR, RAS, CTD, ANCHOR, CAU"
PAL,PAL-W,OCC-PAL-016,PAL-5005,24.7,5.88398,-162.16889,PRIA,Active,STR
PAL,PAL-W,OCC-PAL-017,PAL-11,14.9,5.88323,-162.13318,PRIA,Active,"STR, CAU"
PAL,PAL-W,OCC-PAL-018,PAL-5006,4.6,5.88245,-162.12136,PRIA,Active,STR
PAL,PAL-NW,OCC-PAL-019,PAL-05,13.7,5.8956,-162.13792,PRIA,Inactive,CAU
PAL,,OCC-PAL-020,PAL-12,14.6,5.89737,-162.10798,PRIA,Inactive,CAU
PAL,PAL-NW,OCC-PAL-021,PAL-5007,0.6,5.89189,-162.12245,PRIA,Active,STR
PAL,,OCC-PAL-022,PAL-5008,3.4,5.88606,-162.08609,PRIA,Active,STR
PAL,,OCC-PAL-027,PAL-65,30.5,5.86935,-162.07525,PRIA,Inactive,"ADP, BATTERY, ANCHOR, STR"
PAL,,OCC-PAL-028,PAL-64,10.1,5.89713,-162.07829,PRIA,Inactive,STR
PAL,,OCC-PAL-029,PAL-64,19.2,5.89737,-162.07834,PRIA,Inactive,STR
PAL,PAL-EL,OCC-PAL-030,PAL-5009,4.3,5.88274,-162.06187,PRIA,Inactive,"ANCHOR, WTR, STR"
PAL,,OCC-PAL-031,PAL-65,10.7,5.86973,-162.07515,PRIA,Inactive,STR
PAL,,OCC-PAL-032,PAL-65,19.5,5.86953,-162.07517,PRIA,Inactive,STR
PAL,,OCC-PAL-033,PAL-5010,0.2,5.87447,-162.04042,PRIA,Inactive,SST-STR
PAL,PAL-E,OCC-PAL-034,PAL-5011,20.7,5.87611,-162.00237,PRIA,Inactive,"STR, SBE37"
PAL,PAL-E,OCC-PAL-035,PAL-5012,32.6,5.87637,-162.00206,PRIA,Inactive,STR
PAL,PAL-W,OCC-PAL-036,PAL-5013,19.2,5.88382,-162.16857,PRIA,Inactive,"STR, SBE37"
PAL,PAL-W,OCC-PAL-037,PAL-5014,32.9,5.88407,-162.16909,PRIA,Inactive,STR
PAL,PAL-EL,OCC-PAL-038,PAL-5015,25.6,5.88207,-162.06235,PRIA,Inactive,STR
PAL,,OCC-PAL-039,PAL-5016,3.7,5.88365,-162.09205,PRIA,Inactive,"WTR, ANCHOR"
PAL,PAL-NE,OCC-PAL-040,PAL-5017,10.1,5.88281,-162.0342,PRIA,Inactive,STR
PAL,PAL-NE,OCC-PAL-041,PAL-5018,10.4,5.88243,-162.033,PRIA,Inactive,STR
PAL,PAL-NE,OCC-PAL-042,PAL-5019,14.6,5.88277,-162.03299,PRIA,Inactive,STR
PAL,PAL-NE,OCC-PAL-043,PAL-5020,19.5,5.88292,-162.03292,PRIA,Inactive,"ADP, BATTERY, SBE37, ANCHOR"
PAL,PAL-SE,OCC-PAL-044,PAL-5021,10.1,5.86445,-162.03178,PRIA,Inactive,STR
PAL,PAL-SE,OCC-PAL-045,PAL-5022,10.1,5.86426,-162.0307,PRIA,Inactive,STR
PAL,PAL-SE,OCC-PAL-046,PAL-5023,18.9,5.86366,-162.03059,PRIA,Inactive,"ADP, BATTERY, ANCHOR, SBE37"
PAL,PAL-SSW,OCC-PAL-047,FR-3,19.5,5.86645,-162.11363,PRIA,Inactive,STR
PAL,PAL-SSW,OCC-PAL-048,PAL-5024,12.2,5.86655,-162.11275,PRIA,Inactive,STR
PAL,PAL-SSW,OCC-PAL-049,FR-3,14,5.86648,-162.11362,PRIA,Inactive,"PH, STR, CAU"
PAL,PAL-NW,OCC-PAL-050,PAL-5025,11.3,5.89639,-162.12811,PRIA,Inactive,"STR, PH"
PAL,PAL-NW,OCC-PAL-051,PAL-5026,10.4,5.89642,-162.12724,PRIA,Inactive,STR
PAL,PAL-NW,OCC-PAL-052,FR-9,14.6,5.89693,-162.12821,PRIA,Inactive,"STR, CAU"
PAL,PAL-NW,OCC-PAL-053,FR-9,21,5.89711,-162.12831,PRIA,Inactive,"SBE37, ADP, ANCHOR, BATTERY, STR"
PAL,PAL-SW,OCC-PAL-054,PAL-744,10.7,5.86671,-162.12723,PRIA,Inactive,STR
PAL,PAL-SW,OCC-PAL-055,PAL-5027,10.4,5.86666,-162.12653,PRIA,Inactive,STR
PAL,PAL-SW,OCC-PAL-056,PAL-5028,20.7,5.86087,-162.12671,PRIA,Inactive,"ADP, SBE37, ANCHOR, BATTERY"
PAL,,OCC-PAL-057,PAL-5029,9.1,5.88463,-162.10289,PRIA,Inactive,"STR, ANCHOR"
PAL,,OCC-PAL-058,PAL-5030,1,5.88463,-162.10289,PRIA,Inactive,"SBE37, STR, EDL"
PAL,PAL-EL,OCC-PAL-059,PAL-5031,15.8,5.88235,-162.06217,PRIA,Inactive,STR
PAL,,OCC-PAL-060,PAL-5032,0.2,5.88278,-162.06183,PRIA,Inactive,SST-STR
PAL,,OCC-PAL-061,PAL-01,10.7,5.86778,-162.06893,PRIA,Inactive,CAU
PAL,,OCC-PAL-062,PAL-17,19.8,5.87545,-162.13919,PRIA,Inactive,CAU
PAL,,OCC-PAL-063,PAL-21,13.6,5.89565,-162.0861,PRIA,Inactive,CAU
PAL,,OCC-PAL-064,RT-10,3.7,5.88856,-162.12433,PRIA,Inactive,CAU
PAL,,OCC-PAL-065,RT-4,5.5,5.88283,-162.12197,PRIA,Inactive,CAU
PEN,,OCC-PEN-001,PEN-01,250,21.00345,-157.7215,MHI,Inactive,EAR
PEN,,OCC-PEN-002,PEN-02,200,21.02095,-157.71997,MHI,Inactive,EAR
PEN,,OCC-PEN-003,PEN-03,150,21.02247,-157.76648,MHI,Inactive,EAR
PEN,,OCC-PEN-004,PEN-04,250,21.059,-157.68533,MHI,Inactive,EAR
PHI,,OCC-PHI-001,BAA-02,4.3,13.65879,120.89501,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-002,BAO-02,3.4,13.72788,120.8837,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-003,BAO-01,13.4,13.72805,120.88358,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-004,TWI-02,3.7,13.69069,120.88925,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-005,BAA-01,13.1,13.65885,120.89513,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-006,KOA-02,4.3,13.7166,120.87222,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-007,KOA-01,10.7,13.7166,120.87194,CORALTRI,Inactive,"SST-STR, CAU"
PHI,,OCC-PHI-008,ART-02,3.4,13.70814,120.87464,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-009,ART-01,11.6,13.70776,120.87432,CORALTRI,Inactive,"STR, CAU"
PHI,,OCC-PHI-010,TWI-01,16.5,13.69054,120.88903,CORALTRI,Inactive,"STR, CAU"
PHR,PHR-N,OCC-PHR-001,PHR-B001,23.8,27.94235,-175.86343,NWHI,Active,STR
PHR,PHR-N,OCC-PHR-002,PHR-52,15.8,27.94055,-175.86167,NWHI,Active,"STR, EAR, ANCHOR, CAU"
PHR,PHR-N,OCC-PHR-003,PHR-4328,6.1,27.93763,-175.86348,NWHI,Active,STR
PHR,,OCC-PHR-004,PHR-53,14.3,27.95493,-175.83582,NWHI,Inactive,CAU
PHR,,OCC-PHR-005,PHR-B003,0.9,27.95768,-175.78082,NWHI,Inactive,STR
PHR,PHR-E,OCC-PHR-006,PHR-4329,24.7,27.86587,-175.73026,NWHI,Inactive,STR
PHR,PHR-E,OCC-PHR-007,PHR-51,14.3,27.86679,-175.73358,NWHI,Inactive,"STR, CAU"
PHR,PHR-E,OCC-PHR-008,PHR-4330,4.6,27.86892,-175.73491,NWHI,Inactive,STR
PHR,,OCC-PHR-009,PHR-4331,1.5,27.80265,-175.7795,NWHI,Active,STR
PHR,PHR-S,OCC-PHR-010,PHR-4332,37.5,27.78175,-175.88087,NWHI,Active,"STR, ANCHOR"
PHR,PHR-S,OCC-PHR-011,PHR-4333,23.5,27.78202,-175.88103,NWHI,Active,"STR, SBE37, ADP, ANCHOR"
PHR,PHR-S,OCC-PHR-012,PHR-50,13.7,27.7824,-175.88199,NWHI,Active,"STR, CAU"
PHR,PHR-S,OCC-PHR-013,PHR-B013,4.9,27.7835,-175.88307,NWHI,Active,STR
PHR,,OCC-PHR-014,PHR-4334,0.9,27.77473,-175.9787,NWHI,Active,STR
PHR,PHR-W,OCC-PHR-015,PHR-B015,24.7,27.79587,-176.0086,NWHI,Active,STR
PHR,PHR-W,OCC-PHR-016,PHR-54,13.7,27.79309,-175.9971,NWHI,Active,"STR, CAU"
PHR,PHR-W,OCC-PHR-017,PHR-B017,5.2,27.79229,-175.99157,NWHI,Active,STR
PHR,,OCC-PHR-019,PHR-42,15.2,27.75313,-175.94894,NWHI,Inactive,"STR, CAU"
PHR,,OCC-PHR-020,PHR-4335,1.2,27.89801,-175.83139,NWHI,Inactive,STR
PHR,,OCC-PHR-021,PHR-4336,3,27.91184,-175.89431,NWHI,Inactive,STR
PHR,PHR-N,OCC-PHR-022,PHR-4337,35.7,27.94432,-175.86498,NWHI,Inactive,STR
PHR,,OCC-PHR-023,PHR-4338,11.6,27.79098,-175.86301,NWHI,Inactive,"STR, EAR, ANCHOR"
PHR,PHR-SE,OCC-PHR-024,PHR-36,13.7,27.78571,-175.78046,NWHI,Inactive,"STR, CAU"
PHR,,OCC-PHR-025,PHR-4339,0.2,27.85393,-175.81588,NWHI,Inactive,"SST-STR, STR, EDL, SBE37"
PHR,,OCC-PHR-026,PHR-4340,7.9,27.85393,-175.81588,NWHI,Inactive,"STR, ANCHOR"
PHR,PHR-E,OCC-PHR-027,PHR-4341,22.3,27.8662,-175.73118,NWHI,Inactive,STR
PHR,PHR-S,OCC-PHR-028,PHR-4342,19.5,27.78212,-175.88142,NWHI,Inactive,"RAS, CTD, ADP, ANCHOR, SBE37, BATTERY"
PHR,,OCC-PHR-029,PHR-4343,22.9,27.78486,-175.83974,NWHI,Inactive,STR
PHR,,OCC-PHR-030,PHR-4344,22.3,27.75967,-175.92632,NWHI,Inactive,STR
PHR,PHR-SE,OCC-PHR-031,PHR-4345,23.2,27.78194,-175.78349,NWHI,Inactive,STR
PHR,,OCC-PHR-032,PHR-4346,21.6,27.8218,-175.74816,NWHI,Inactive,STR
PHR,PHR-S,OCC-PHR-033,PHR-4347,26.5,27.78169,-175.88088,NWHI,Inactive,STR
PHR,,OCC-PHR-034,PHR-4348,13.7,27.78169,-175.88088,NWHI,Inactive,STR
PHR,,OCC-PHR-035,PHR-4349,1,27.85325,-175.81612,NWHI,Inactive,"EDL, SBE37"
PHR,,OCC-PHR-036,PHR-33,12.8,27.78547,-175.82375,NWHI,Inactive,CAU
PHR,,OCC-PHR-037,PHR-39,10.7,27.94077,-175.86175,NWHI,Inactive,"EAR, CAU"
PHR,,OCC-PHR-038,PHR-44,12.8,27.91062,-175.90483,NWHI,Inactive,CAU
PHR,,OCC-PHR-039,PHR-4350,71.6,27.7544833,-175.8940833,NWHI,Inactive,EAR
ROS,ROS-NE,OCC-ROS-001,ROS-380,24.7,-14.53866,-168.14578,AMSM,Active,STR
ROS,ROS-NE,OCC-ROS-002,ROS-01,15.5,-14.53875,-168.14581,AMSM,Active,"STR, CAU"
ROS,ROS-NE,OCC-ROS-003,ROS-787,5.8,-14.53897,-168.1461,AMSM,Active,STR
ROS,ROS-NE,OCC-ROS-004,ROS-5002,0.9,-14.53989,-168.14794,AMSM,Active,STR
ROS,,OCC-ROS-006,ROS-19,14.9,-14.5491,-168.13783,AMSM,Active,CAU
ROS,,OCC-ROS-007,ROS-03,15.2,-14.55563,-168.1469,AMSM,Inactive,CAU
ROS,,OCC-ROS-008,ROS-04,12.8,-14.55962,-168.15997,AMSM,Active,CAU
ROS,ROS-SW,OCC-ROS-009,ROS-752,25.6,-14.54873,-168.16875,AMSM,Active,"STR, EAR, ANCHOR"
ROS,ROS-SW,OCC-ROS-010,ROS-07,14.9,-14.54867,-168.16873,AMSM,Active,"STR, CAU"
ROS,ROS-SW,OCC-ROS-011,ROS-637,5.8,-14.54849,-168.16854,AMSM,Active,STR
ROS,ROS-SW,OCC-ROS-012,ROS-5003,0.9,-14.54836,-168.1645,AMSM,Active,STR
ROS,,OCC-ROS-013,ROS-23,14.9,-14.54222,-168.1727,AMSM,Active,CAU
ROS,,OCC-ROS-014,ROS-06,14.3,-14.53644,-168.16515,AMSM,Active,CAU
ROS,,OCC-ROS-015,ROS-5004,14.9,-14.53294,-168.1572,AMSM,Active,"EAR, STR, ANCHOR"
ROS,,OCC-ROS-016,ROS-08,1.8,-14.53782,-168.15346,AMSM,Active,STR
ROS,,OCC-ROS-017,ROS-5005,3,-14.55134,-168.16016,AMSM,Active,"STR, SST-STR, SBE37, EDL"
ROS,,OCC-ROS-018,ROS-479,10.4,-14.55159,-168.16,AMSM,Inactive,"STR, ANCHOR, STPR"
ROS,ROS-SW,OCC-ROS-019,ROS-752,31.7,-14.54871,-168.16883,AMSM,Inactive,STR
ROS,,OCC-ROS-020,ROS-5006,16.8,-14.54761,-168.13762,AMSM,Inactive,"WTR, ANCHOR"
ROS,,OCC-ROS-021,ROS-25,9.4,-14.5295,-168.15356,AMSM,Inactive,"RAS, ANCHOR, SBE37, CAU"
ROS,,OCC-ROS-022,ROS-5007,6.1,-14.5351,-168.15481,AMSM,Inactive,"ADP, RCM"
ROS,,OCC-ROS-023,ROS-5001,7.9,-14.55068,-168.16699,AMSM,Inactive,STR
ROS,,OCC-ROS-024,ROS-08,10.2,-14.53775,-168.1537,AMSM,Inactive,CAU
ROS,,OCC-ROS-025,ROS-09,5.5,-14.551,-168.16085,AMSM,Inactive,CAU
ROT,ROT-N,OCC-ROT-001,ROT-05,14,14.18318,145.20713,CNMI,Active,"STR, CAU"
ROT,,OCC-ROT-002,ROT-86,17.4,14.17503,145.2863,CNMI,Active,STR
ROT,ROT-SW,OCC-ROT-003,ROT-03,14.6,14.11394,145.16692,CNMI,Active,"STR, CAU"
ROT,ROT-N,OCC-ROT-006,ROT-05,10.4,14.18285,145.20681,CNMI,Inactive,STR
ROT,ROT-SW,OCC-ROT-007,ROT-2000,13.7,14.1134,145.16667,CNMI,Inactive,"STR, EAR, ANCHOR"
ROT,,OCC-ROT-008,ROT-2001,0.3,14.12827,145.16363,CNMI,Inactive,SST-STR
ROT,,OCC-ROT-009,ROT-2002,10.8,14.12827,145.16363,CNMI,Inactive,"ANCHOR, STR"
ROT,,OCC-ROT-010,ROT-2003,16.2,14.12777,145.16337,CNMI,Inactive,STR
ROT,,OCC-ROT-011,ROT-2004,0.3,14.12772,145.16335,CNMI,Inactive,SST-STR
ROT,,OCC-ROT-012,ROT-2005,0.3,14.11298,145.1667,CNMI,Inactive,SST-STR
ROT,,OCC-ROT-013,ROT-02,11.8,14.15378,145.25938,CNMI,Inactive,CAU
ROT,,OCC-ROT-014,ROT-06,13.2,14.15838,145.1504,CNMI,Inactive,CAU
SAI,SAI-N,OCC-SAI-001,SAI-21,24.7,15.29089,145.80931,CNMI,Active,STR
SAI,SAI-N,OCC-SAI-002,SAI-21,13.4,15.29062,145.80942,CNMI,Active,"STR, CAU"
SAI,SAI-N,OCC-SAI-003,SAI-1999,6.4,15.29005,145.80949,CNMI,Active,STR
SAI,SAI-E,OCC-SAI-004,SAI-2000,24.4,15.25791,145.81665,CNMI,Active,STR
SAI,SAI-E,OCC-SAI-005,SAI-20,16.5,15.25867,145.81567,CNMI,Active,"STR, EAR, ANCHOR, CAU"
SAI,,OCC-SAI-006,SAI-2001,19.5,15.17487,145.78949,CNMI,Active,"STR, EAR, ANCHOR"
SAI,,OCC-SAI-007,SAI-03,14.6,15.15611,145.76971,CNMI,Active,"STR, CAU"
SAI,SAI-S,OCC-SAI-008,SAI-598,24.7,15.09779,145.74279,CNMI,Active,STR
SAI,SAI-S,OCC-SAI-009,SAI-05,17.4,15.09788,145.74338,CNMI,Active,"STR, CAU"
SAI,SAI-S,OCC-SAI-010,SAI-05,5.8,15.09835,145.74437,CNMI,Active,STR
SAI,SAI-W,OCC-SAI-011,SAI-2002,28.3,15.15765,145.68593,CNMI,Active,STR
SAI,SAI-W,OCC-SAI-012,SAI-23,12.5,15.15638,145.68977,CNMI,Active,"STR, CAU"
SAI,SAI-W,OCC-SAI-013,SAI-2003,6.1,15.15466,145.69243,CNMI,Active,STR
SAI,,OCC-SAI-014,SAI-2004,5.5,15.23752,145.72252,CNMI,Active,STR
SAI,SAI-NW,OCC-SAI-015,SAI-2005,25.9,15.25729,145.76653,CNMI,Active,STR
SAI,SAI-NW,OCC-SAI-016,SAI-22,14,15.25657,145.76756,CNMI,Active,"STR, CAU"
SAI,SAI-NW,OCC-SAI-017,SAI-2006,5.2,15.25618,145.76793,CNMI,Active,STR
SAI,SAI-NW,OCC-SAI-017,SAI-2007,5.5,15.25614,145.76762,CNMI,Active,STR
SAI,,OCC-SAI-018,SAI-2008,0.3,15.17189,145.69474,CNMI,Inactive,SST-STR
SAI,,OCC-SAI-019,SAI-2009,18,15.17184,145.6947,CNMI,Inactive,"STR, ANCHOR"
SAI,,OCC-SAI-020,SAI-2010,16.8,15.1702,145.69478,CNMI,Inactive,"STR, ANCHOR"
SAI,,OCC-SAI-021,SAI-2011,0.2,15.1702,145.69478,CNMI,Inactive,SST-STR
SAI,,OCC-SAI-022,SAI-2012,1,15.23746,145.72288,CNMI,Inactive,"SBE37, EDL"
SAI,SAI-E,OCC-SAI-023,SAI-01,8.1,15.25888,145.81442,CNMI,Inactive,CAU
SAI,,OCC-SAI-024,SAI-06,11.7,15.1566,145.69017,CNMI,Inactive,CAU
SAI,,OCC-SAI-025,SAI-08,11.7,15.27353,145.79122,CNMI,Inactive,CAU
SAI,,OCC-SAI-026,SAI-2013,11.6,15.15906,145.75438,CNMI,Inactive,"ANCHOR, WTR"
SAR,,OCC-SAR-001,SAR-378,11.3,16.69862,145.78809,CNMI,Active,STR
SAR,SAR-NE,OCC-SAR-002,SAR-03,6.1,16.7106,145.76786,CNMI,Active,STR
SAR,SAR-NE,OCC-SAR-003,SAR-379,1,16.71057,145.76892,CNMI,Inactive,STR
SOB,,OCC-SOB-001,SOB-202,32,-14.89433,-170.63274,AMSM,Inactive,STR
SRR,,OCC-SRR-001,SRR-03,20.4,12.83819,144.41778,CNMI,Inactive,"SBE37, PINGER, ADP, ANCHOR"
SUP,,OCC-SUP-001,SUP-02,28,20.13995,145.09878,CNMI,Active,"STR, WTR, ANCHOR"
SWA,SWA-N,OCC-SWA-001,SWA-08,12.2,-11.04588,-171.07655,AMSM,Active,CAU
SWA,SWA-E,OCC-SWA-002,SWA-40,25.9,-11.05252,-171.06466,AMSM,Active,STR
SWA,SWA-E,OCC-SWA-003,SWA-40,15.2,-11.05253,-171.06474,AMSM,Active,"STR, CAU"
SWA,SWA-E,OCC-SWA-004,SWA-40,4.9,-11.05263,-171.06495,AMSM,Active,STR
SWA,,OCC-SWA-005,SWA-01,13.1,-11.06818,-171.08118,AMSM,Active,CAU
SWA,SWA-W,OCC-SWA-006,SWA-41,24.7,-11.05868,-171.09114,AMSM,Active,STR
SWA,SWA-W,OCC-SWA-007,SWA-41,14.3,-11.05861,-171.09099,AMSM,Active,"STR, ANCHOR, ADP, SBE37, CAU"
SWA,SWA-W,OCC-SWA-008,SWA-41,5.8,-11.05863,-171.09072,AMSM,Active,STR
SWA,SWA-W,OCC-SWA-009,SWA-803,0.9,-11.05719,-171.09039,AMSM,Active,STR
SWA,,OCC-SWA-010,SWA-16,14,-11.05083,-171.09223,AMSM,Inactive,CAU
SWA,SWA-N,OCC-SWA-011,SWA-804,14.3,-11.0456,-171.07612,AMSM,Inactive,STR
SWA,SWA-W,OCC-SWA-012,SWA-41,29.3,-11.0587,-171.09113,AMSM,Inactive,STR
SWA,,OCC-SWA-013,SWA-03,15.1,-11.05761,-171.09133,AMSM,Inactive,CAU
SWA,,OCC-SWA-014,SWA-07,14.8,-11.05137,-171.06568,AMSM,Inactive,CAU
TAU,TAU-N,OCC-TAU-001,TAU-1081,25.6,-14.21085,-169.44061,AMSM,Active,STR
TAU,TAU-N,OCC-TAU-002,TAU-04,14.9,-14.21179,-169.44093,AMSM,Active,"STR, CAU"
TAU,TAU-N,OCC-TAU-003,TAU-1082,6.1,-14.21299,-169.44177,AMSM,Active,STR
TAU,TAU-E,OCC-TAU-004,TAU-07,24.4,-14.22716,-169.41812,AMSM,Active,STR
TAU,TAU-E,OCC-TAU-005,TAU-07,14,-14.22736,-169.41818,AMSM,Active,"STR, CAU"
TAU,TAU-E,OCC-TAU-006,TAU-1083,5.8,-14.22724,-169.41872,AMSM,Active,STR
TAU,TAU-S,OCC-TAU-007,TAU-02,13.7,-14.25116,-169.44694,AMSM,Active,CAU
TAU,,OCC-TAU-008,TAU-08,13.7,-14.26257,-169.47475,AMSM,Active,CAU
TAU,TAU-W,OCC-TAU-010,TAU-1084,24.1,-14.25751,-169.50137,AMSM,Active,STR
TAU,TAU-W,OCC-TAU-011,TAU-12,14.3,-14.25756,-169.50099,AMSM,Active,"STR, CAU"
TAU,TAU-W,OCC-TAU-012,TAU-1085,6.1,-14.25734,-169.50025,AMSM,Active,STR
TAU,,OCC-TAU-013,TAU-11,12.2,-14.21738,-169.51308,AMSM,Active,CAU
TAU,TAU-S,OCC-TAU-014,TAU-1086,6.1,-14.25075,-169.44661,AMSM,Inactive,STR
TAU,,OCC-TAU-015,TAU-1087,14.3,-14.24403,-169.5089,AMSM,Inactive,"STR, ANCHOR"
TAU,,OCC-TAU-016,TAU-1088,0.2,-14.24403,-169.5089,AMSM,Inactive,SST-STR
TAU,,OCC-TAU-017,TAU-1089,9.8,-14.23545,-169.41908,AMSM,Inactive,STR
TAU,,OCC-TAU-018,TAU-958,0.3,-14.24372,-169.50944,AMSM,Inactive,SST-STR
TAU,,OCC-TAU-019,TAU-1090,0.3,-14.23567,-169.4189,AMSM,Inactive,SST-STR
TAU,,OCC-TAU-020,TAU-09,13.7,-14.2466,-169.50577,AMSM,Inactive,CAU
TAU,,OCC-TAU-021,TAU-10,13.7,-14.2147,-169.46818,AMSM,Inactive,CAU
TIM,,OCC-TIM-001,DIL-02,13.7,-8.55465,125.49912,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-002,LAU-01,14.6,-8.34643,127.16095,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-003,LAU-05,15.5,-8.41082,127.31222,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-004,BAU-04,14.3,-8.41943,126.4268,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-005,MAN-09,14.6,-8.47518,125.90668,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-006,BOB-02,14.3,-8.85321,125.01319,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-007,VIL-10,13.1,-8.22438,125.61686,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-008,VIL-03,14.6,-8.30337,125.5585,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-009,VIL-10,6.1,-8.22429,125.6168,CORALTRI,Inactive,STR
TIM,,OCC-TIM-010,VIL-10,25,-8.22449,125.61684,CORALTRI,Inactive,STR
TIM,,OCC-TIM-011,MAN-09,4.9,-8.47532,125.90658,CORALTRI,Inactive,STR
TIM,,OCC-TIM-012,LAU-26,25.3,-8.34633,127.16093,CORALTRI,Inactive,STR
TIM,,OCC-TIM-013,LAU-01,4.6,-8.34661,127.16117,CORALTRI,Inactive,STR
TIM,,OCC-TIM-014,LAU-07,11,-8.68429,126.98978,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-015,MAF-01,14.6,-9.15203,125.82206,CORALTRI,Inactive,"STR, CAU"
TIM,,OCC-TIM-016,DIL-02,24.7,-8.5546,125.49897,CORALTRI,Inactive,STR
